PersonID,SeekHealthInfo,WhereSeekHealthInfo,WhoLookingFor,LotOfEffort,Frustrated,ConcernedQuality,TooHardUnderstand,ConfidentGetHealthInf,TrustDoctor,TrustFamily,TrustNewsMag,TrustRadio,TrustInternet,TrustTelevision,TrustGov,TrustCharities,TrustReligiousOrgs,StrongNeedHealthInfo,StrongNeedHealthInfo_OS,SeekCancerInfo,InternetCancerInfoSelf
60010930-01,2,-2,-2,-2,-1,-1,-1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,1
60010931-01,1,7,1,2,2,1,3,2,1,2,2,2,3,4,3,2,2,6,-1,1,2
60010935-02,2,-1,-1,-1,-1,-1,-1,3,2,1,3,3,3,3,2,2,2,6,-1,2,2
60010937-01,2,-1,-1,-1,-1,-1,-1,2,2,2,4,4,1,3,2,2,2,7,-1,1,1
60010938-03,1,7,3,1,2,1,2,3,1,3,3,3,2,3,1,2,4,6,-1,1,2
60010944-01,1,-5,3,3,2,1,2,3,2,2,3,4,3,2,3,3,3,6,-1,1,2
60010960-03,1,6,1,3,2,2,1,3,1,3,4,4,4,4,2,4,3,6,-1,2,2
60010964-01,2,-1,-1,-1,-1,-1,-1,2,1,2,1,3,2,2,2,2,2,6,-1,2,2
60010972-01,1,7,1,4,4,4,4,1,1,3,3,3,1,2,3,3,3,7,-1,1,2
60010974-02,1,7,3,3,4,4,3,1,1,2,4,4,2,4,2,3,3,7,-1,1,2
60010981-01,1,7,1,1,1,1,4,2,1,3,2,2,2,2,2,2,2,-5,-1,2,2
60010983-01,2,-1,-1,-1,-1,-1,-1,3,2,4,3,4,2,3,3,3,2,6,-1,2,2
60010984-01,2,-2,-2,-2,-2,-2,-2,1,1,2,3,3,3,3,1,3,2,6,-1,2,2
60010986-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60010997-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,4,2,3,3,4,4,6,-1,2,2
60011012-01,1,7,1,3,3,2,2,4,4,3,3,3,3,3,4,4,4,7,-1,2,2
60011013-03,1,-5,1,2,2,3,4,2,1,3,2,4,1,4,3,4,4,-5,-1,2,2
60011027-03,2,-1,-1,-1,-1,-1,-1,1,1,1,4,4,4,4,4,4,1,6,-1,1,2
60011054-01,1,7,1,2,2,2,4,3,1,3,4,4,2,4,3,3,4,7,-1,1,2
60011056-01,1,7,1,4,4,4,4,1,1,2,1,2,2,2,1,2,2,7,-1,1,1
60011062-01,1,7,1,2,2,2,4,1,2,2,2,2,2,2,2,3,3,7,-1,1,2
60011065-01,1,7,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,7,-1,1,2
60011083-02,2,-1,-1,-1,-1,-1,-1,1,1,3,4,4,2,3,2,3,4,6,-1,2,1
60011087-01,1,7,1,3,3,3,3,2,1,2,3,3,2,2,2,3,2,7,-1,-9,-9
60011093-01,1,6,1,2,2,2,2,3,2,3,3,2,3,3,2,3,2,6,-1,2,2
60011097-01,1,2,1,-9,-9,1,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60011098-02,1,7,2,4,4,3,3,2,1,3,3,3,2,3,1,2,3,7,-1,1,2
60011106-03,1,7,3,3,2,1,3,4,3,2,2,2,2,2,1,1,2,7,-1,2,2
60011110-01,1,7,1,3,4,4,4,2,1,2,2,3,1,3,2,2,3,6,-1,1,2
60011111-01,1,6,1,-9,-9,-9,-9,1,2,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60011112-02,2,-1,-1,-1,-1,-1,-1,1,1,3,4,3,3,3,2,3,3,6,-1,2,2
60011115-03,2,-1,-1,-1,-1,-1,-1,4,1,3,2,3,2,2,3,3,3,6,-1,1,1
60011117-01,1,2,2,2,2,1,2,3,1,3,3,3,3,3,1,3,4,6,-1,1,2
60011129-01,1,1,1,2,3,2,2,3,1,3,2,4,4,3,1,2,3,6,-1,2,2
60011135-01,1,2,1,4,4,4,4,1,1,2,2,2,3,2,2,3,3,7,-1,1,2
60011136-01,1,7,1,4,4,2,3,3,2,3,3,3,2,3,3,3,4,6,-1,1,2
60011139-02,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,2,2,2,6,-1,2,2
60011145-02,1,-5,1,3,3,3,2,2,1,2,4,4,2,3,2,2,2,7,-1,1,1
60011146-01,1,7,2,3,3,3,3,3,2,3,2,2,2,2,2,2,3,7,-1,1,1
60011147-01,1,2,3,2,2,2,2,3,1,2,2,3,-9,3,2,2,2,6,-1,1,2
60011156-01,2,-1,-2,-2,-2,-2,-2,3,2,4,3,4,4,3,4,4,1,1,-1,1,2
60011158-02,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,7,-1,2,2
60011162-02,2,-1,-1,-1,-1,-1,-1,5,1,1,2,-9,2,2,1,2,2,6,-1,2,2
60011165-01,1,7,1,2,2,2,2,2,1,3,3,3,2,3,3,2,3,7,-1,1,1
60011168-02,1,7,1,4,4,3,3,2,1,3,2,3,2,3,2,2,3,7,-1,1,2
60011180-01,2,-1,-1,-1,-1,-1,-1,2,2,3,2,3,3,3,1,3,4,11,-1,2,2
60011181-01,1,7,2,2,3,4,4,2,1,1,2,2,2,2,1,2,2,6,-1,2,2
60011183-02,2,-2,-2,-2,-2,-2,-2,3,1,3,3,3,2,2,1,2,2,6,-1,1,2
60011195-01,1,7,1,2,2,1,2,3,2,3,3,4,2,3,2,2,3,7,-1,2,2
60011196-02,1,-5,3,4,4,2,4,1,1,2,2,4,1,3,1,2,4,6,-1,2,2
60011203-01,1,7,2,2,4,1,4,1,1,1,1,1,1,1,3,3,3,6,-1,2,2
60011206-01,1,7,1,2,2,2,3,3,1,2,2,3,2,3,3,3,3,6,-1,2,2
60011211-02,1,1,3,2,1,2,2,3,1,3,4,3,-9,3,2,2,3,6,-1,1,2
60011212-01,2,-1,-1,-1,-1,-1,-1,1,1,4,3,3,2,3,1,3,3,6,-1,2,2
60011218-01,1,6,1,2,3,4,4,3,1,3,3,4,2,4,3,4,4,4,-1,2,2
60011221-01,1,4,1,1,1,2,1,4,2,1,3,3,3,2,3,2,3,7,-1,2,2
60011224-01,1,7,1,3,3,2,3,3,1,2,2,3,2,3,2,3,3,6,-1,1,1
60011226-01,1,7,1,2,2,3,3,2,1,3,2,4,2,4,3,4,4,6,-1,2,2
60011231-02,2,-1,-1,-1,-1,-1,-1,3,2,3,2,2,2,2,2,2,3,7,-1,2,2
60011235-02,1,7,1,3,4,4,4,3,1,2,2,2,2,2,1,2,2,6,-1,1,1
60011240-01,1,7,1,2,3,1,2,4,1,1,2,2,2,3,1,2,3,7,-1,1,2
60011244-01,1,6,1,3,2,3,3,3,2,1,3,2,2,3,2,4,2,4,-1,1,1
60011250-01,1,6,1,-9,-9,-9,-9,2,2,4,4,4,4,4,2,4,4,6,-1,2,2
60011252-01,1,7,1,2,2,2,3,2,1,2,3,3,3,4,2,4,4,7,-1,2,2
60011253-01,1,11,1,2,2,1,1,4,3,2,2,2,2,1,2,2,1,91,TELEVISION,1,2
60011261-01,1,6,1,3,3,4,4,3,1,2,1,2,2,4,1,1,3,7,-1,1,2
60011264-01,1,2,1,2,4,2,3,2,1,1,3,3,1,1,1,1,1,6,-1,2,2
60011270-01,1,-5,2,2,2,1,2,2,1,2,2,2,2,2,1,1,3,6,-1,1,2
60011274-01,1,7,1,4,4,2,3,3,1,3,2,2,2,2,1,2,2,7,-1,1,2
60011278-02,1,7,1,3,3,3,3,2,2,3,3,3,3,3,2,3,4,6,-1,1,2
60011280-02,1,7,3,2,1,2,3,3,3,3,3,4,3,4,4,2,3,8,-1,1,2
60011289-01,2,-1,-1,-1,-1,-1,-1,3,2,2,3,3,3,3,2,3,3,-5,-1,1,1
60011293-03,1,7,1,4,4,3,3,2,2,3,3,3,2,3,2,3,3,7,-1,1,2
60011295-01,1,7,3,4,4,4,4,3,3,3,2,2,2,2,2,2,2,7,-1,2,1
60011308-01,1,7,1,4,4,4,4,1,1,2,2,2,2,2,1,2,2,7,-1,1,1
60011310-01,1,7,3,4,4,4,4,1,1,1,2,2,1,2,1,3,3,7,-1,1,2
60011315-02,2,-1,-1,-1,-1,-1,-1,2,1,2,4,4,2,3,3,3,3,6,-1,1,2
60011324-01,1,7,1,2,3,2,2,3,1,3,4,4,3,3,1,-9,4,7,-1,2,2
60011329-01,1,7,1,3,3,3,3,2,3,2,4,4,2,2,2,4,4,6,-1,2,2
60011330-01,1,-5,3,1,1,1,1,3,1,3,3,3,3,3,1,3,3,7,-1,1,2
60011332-01,1,6,1,3,3,3,3,2,1,2,2,2,2,2,2,3,2,2,-1,1,1
60011336-02,1,8,2,1,2,2,4,3,1,2,3,4,2,4,1,3,4,7,-1,1,1
60011337-03,1,6,1,3,-9,-9,-9,3,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60011342-02,1,7,2,3,4,2,3,2,1,2,2,4,1,2,2,3,4,7,-1,1,2
60011364-01,1,-5,3,4,4,2,2,2,2,3,3,3,3,3,2,3,3,6,-1,1,2
60011366-01,1,1,1,2,2,2,2,4,3,3,2,4,4,4,4,4,4,1,-1,2,2
60011370-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60011373-01,1,-5,3,1,1,4,4,3,1,2,3,3,2,3,3,3,2,4,-1,2,2
60011374-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60011380-01,2,-1,-1,-1,-1,-1,-1,3,2,3,4,4,4,4,2,4,4,6,-1,2,2
60011382-02,1,6,3,4,4,1,2,2,1,2,3,3,1,3,1,3,2,6,-1,1,2
60011384-01,1,7,3,4,4,4,4,1,1,3,3,3,2,3,1,2,4,7,-1,1,2
60011398-01,1,7,1,4,3,3,4,1,1,3,3,4,2,3,3,3,4,7,-1,1,2
60011400-02,2,-1,-1,-1,-1,-1,-1,1,2,3,3,3,1,2,3,3,2,6,-1,2,2
60011406-01,2,-1,-2,-2,-2,-2,-2,1,1,3,4,4,3,4,2,2,2,6,-1,2,2
60011407-02,1,7,1,3,3,3,3,3,1,2,3,3,2,3,1,2,2,7,-1,1,2
60011411-02,1,6,1,3,3,1,2,1,1,3,3,3,3,-9,1,2,3,6,-1,-9,2
60011425-01,1,-5,1,2,2,4,3,2,1,3,4,3,2,3,1,1,1,7,-1,1,1
60011429-01,1,-5,1,3,4,4,3,2,1,3,2,4,2,3,2,3,3,6,-1,2,2
60011443-01,1,6,3,1,2,2,2,2,1,3,2,3,2,2,1,2,3,6,-1,2,2
60011456-01,1,7,1,4,4,4,4,2,1,1,3,4,2,4,3,2,4,6,-1,2,2
60011476-01,1,6,1,2,2,-9,2,5,2,3,2,3,2,3,2,2,3,6,-1,2,2
60011477-01,2,-1,-1,-1,-1,-1,-1,1,2,2,2,4,3,3,3,3,3,4,-1,2,2
60011482-01,1,7,2,3,2,2,3,3,1,3,4,3,2,4,1,3,2,6,-1,1,2
60011485-01,2,-1,-1,-1,-1,-1,-1,2,2,2,4,4,4,3,2,4,4,6,-1,1,2
60011489-03,2,-1,-1,-1,-1,-1,-1,3,2,2,3,3,3,3,3,3,3,6,-1,2,2
60011492-02,1,7,2,3,3,2,4,2,1,2,2,4,2,3,3,3,4,6,-1,1,2
60011500-01,2,-1,-1,-1,-1,-1,-1,2,1,3,3,4,4,3,3,4,4,6,-1,2,2
60011501-01,1,7,1,4,4,4,4,1,1,2,2,3,2,3,1,2,2,7,-1,1,2
60011503-02,1,7,1,4,4,4,4,2,1,2,2,3,3,2,2,2,2,7,-1,1,1
60011504-01,2,-1,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,1,3,3,6,-1,1,2
60011508-02,1,7,1,2,4,2,4,3,2,3,3,4,2,4,3,3,4,7,-1,1,2
60011511-01,2,-1,-2,-2,-2,-2,-2,2,1,1,2,2,1,2,1,2,1,-5,-1,2,2
60011512-01,1,7,2,4,4,3,4,2,1,2,2,2,1,2,1,2,2,7,-1,1,2
60011514-01,1,7,3,4,4,4,4,2,1,3,4,2,1,3,1,2,4,7,-1,2,2
60011518-01,1,7,1,2,2,1,3,2,1,4,3,4,1,2,2,4,4,7,-1,1,1
60011528-01,1,6,1,3,3,3,3,1,1,3,3,4,3,4,2,4,4,6,-1,1,1
60011529-01,1,7,1,3,3,3,4,3,1,3,2,2,2,2,1,3,3,7,-1,1,2
60011530-01,1,7,2,3,3,2,3,1,3,3,3,3,2,3,3,3,4,7,-1,1,1
60011531-01,1,-5,3,4,4,4,4,2,1,2,2,3,1,3,1,2,3,-5,-1,1,2
60011534-01,2,-1,-1,-1,-1,-1,-1,1,1,3,3,4,3,3,2,2,2,7,-1,2,2
60011535-02,2,-1,-1,-1,-1,-1,-1,1,1,3,4,4,4,4,3,3,4,6,-1,2,2
60011536-01,1,7,3,2,2,4,2,1,1,2,3,3,2,4,3,3,4,6,-1,1,2
60011541-03,1,7,1,3,2,2,3,1,1,2,3,3,2,4,2,4,4,7,-1,2,2
60011542-01,2,-1,-1,-1,-1,-1,-1,2,3,2,4,3,4,4,3,2,2,6,-1,2,1
60011544-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,2,2
60011545-01,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,-5,-1,1,2
60011549-01,2,-1,-1,-1,-1,-1,-1,4,2,3,2,4,4,3,4,3,4,4,-1,2,2
60011552-01,1,7,2,1,3,2,1,1,1,2,2,2,1,2,1,1,1,7,-1,2,2
60011554-01,1,7,1,3,3,2,3,3,1,2,1,2,2,1,2,2,2,7,-1,1,1
60011560-02,2,-1,-1,-1,-1,-1,-1,1,1,2,4,4,4,4,3,4,4,8,-1,2,2
60011564-01,1,7,2,2,4,3,4,4,2,3,3,3,3,3,3,3,3,7,-1,2,2
60011565-01,1,-9,-9,4,4,4,3,2,1,2,2,3,3,3,2,2,2,-5,-1,1,2
60011568-01,1,7,2,4,4,3,3,3,2,2,2,3,2,4,3,2,3,7,-1,2,2
60011570-02,2,-1,-1,-1,-1,-1,-1,2,2,2,3,3,3,3,2,2,3,6,-1,2,2
60011572-01,1,1,1,4,4,4,4,1,1,2,2,2,2,2,2,2,4,6,-1,2,2
60011575-02,1,-5,2,1,1,1,1,5,2,3,2,2,3,1,4,3,2,-5,-1,1,2
60011584-01,1,7,1,3,2,4,2,3,1,2,2,-9,2,2,2,3,3,6,-1,2,2
60011596-03,1,1,2,4,3,3,4,2,1,3,4,4,3,4,2,3,3,7,-1,1,2
60011602-01,1,6,3,2,1,2,1,5,1,4,4,4,3,4,4,4,3,2,-1,1,1
60011604-01,1,4,1,1,1,1,2,1,3,1,4,2,1,2,2,4,4,11,-1,2,2
60011609-01,1,6,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,6,-1,1,2
60011611-01,1,-5,3,2,2,3,4,2,3,2,3,4,2,4,3,2,2,1,-1,1,2
60011615-03,1,7,1,2,3,2,1,2,1,1,3,4,2,4,2,2,4,6,-1,1,2
60011617-01,1,5,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,7,-1,1,1
60011622-01,1,6,1,4,4,3,4,1,1,2,2,4,4,2,2,2,2,6,-1,1,2
60011626-01,1,7,2,3,4,3,4,2,1,2,2,2,2,3,1,3,3,7,-1,1,2
60011627-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,4,4,4,4,4,4,6,-1,2,2
60011632-03,1,6,3,3,3,2,4,2,2,1,1,2,2,-5,2,2,1,6,-1,2,2
60011636-02,1,6,3,4,4,4,4,1,1,2,3,3,2,2,1,1,1,7,-1,2,2
60011639-01,2,-1,-1,-1,-1,-1,-1,3,2,4,4,4,4,4,3,4,4,6,-1,2,2
60011646-03,1,7,1,4,3,2,2,2,2,2,2,3,2,2,2,2,2,7,-1,1,1
60011659-02,2,-1,-1,-1,-1,-1,-1,3,2,1,2,2,2,2,2,2,2,2,-1,2,2
60011661-02,1,-5,3,3,3,3,3,3,1,2,4,4,2,3,1,3,4,6,-1,1,1
60011665-01,2,-1,-1,-1,-1,-1,-1,2,2,2,1,1,2,2,-9,-9,-9,7,-1,2,2
60011666-04,2,-2,-1,-2,-1,-1,-1,1,4,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60011667-01,1,7,1,3,3,3,4,2,2,2,1,3,1,3,2,-9,3,7,-1,1,2
60011669-01,1,7,3,3,1,1,3,1,1,2,2,2,1,2,1,2,2,6,-1,2,2
60011687-01,1,7,1,3,3,2,3,3,1,3,3,3,3,3,3,3,4,7,-1,1,2
60011691-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,3,2,3,3,3,1,7,-1,2,2
60011700-01,2,-2,-2,-2,-2,-2,-2,5,2,1,4,4,4,4,4,4,4,6,-1,2,2
60011703-01,2,-1,-1,-1,-1,-1,-1,1,1,3,3,3,2,3,1,3,3,6,-1,1,1
60011705-02,1,6,1,2,1,2,3,3,1,2,3,-9,-9,-9,1,-9,-9,6,-1,1,2
60011712-01,1,7,2,3,3,2,3,2,1,2,2,3,3,3,1,2,2,6,-1,2,2
60011715-01,1,-5,1,2,4,3,4,2,1,2,2,2,2,2,1,1,2,7,-1,2,2
60011723-02,1,7,2,2,1,1,2,3,1,2,4,-9,3,4,4,4,4,6,-1,1,2
60011737-01,1,7,3,3,3,2,3,3,2,4,3,4,2,4,2,2,2,6,-1,1,1
60011751-01,1,6,1,3,3,3,3,2,1,3,4,4,2,4,3,2,2,1,-1,2,2
60011753-01,2,-1,-1,-1,-1,-1,-1,3,1,2,3,3,3,3,2,4,4,6,-1,2,2
60011756-01,1,7,2,4,4,4,4,3,2,4,4,4,2,-9,3,4,2,7,-1,2,2
60011758-01,2,-1,-1,-1,-1,-1,-1,3,2,3,4,4,4,4,2,4,4,6,-1,1,2
60011763-01,1,6,2,2,2,1,1,3,1,2,2,4,2,3,1,2,4,7,-1,1,2
60011769-03,1,7,2,3,4,1,3,3,4,2,1,1,3,1,3,1,1,7,-1,2,1
60011770-03,2,-1,-1,-1,-1,-1,-1,3,1,3,2,2,2,2,1,2,2,7,-1,2,2
60011771-01,1,4,1,2,2,1,1,3,1,3,3,3,2,3,2,1,1,4,-1,1,2
60011772-01,1,7,2,2,2,4,3,2,1,2,4,4,3,4,2,2,4,6,-1,2,2
60011776-02,1,7,1,2,1,1,1,4,2,1,2,3,2,3,2,4,4,7,-1,1,2
60011783-01,1,4,1,4,4,4,4,1,1,-9,-9,-9,-9,-9,3,4,4,4,-1,2,2
60011786-01,1,6,3,4,4,4,4,2,1,2,2,2,2,2,2,2,2,6,-1,1,2
60011791-02,2,-1,-1,-1,-1,-1,-1,3,2,3,3,3,3,3,3,3,4,6,-1,1,2
60011793-02,1,-5,3,2,2,1,3,3,1,3,3,3,3,3,3,3,3,1,-1,1,2
60011795-01,1,-5,1,2,2,1,3,2,1,2,3,3,2,3,2,2,3,6,-1,1,2
60011798-01,1,7,2,1,3,2,2,3,2,1,3,3,3,3,3,-9,-5,-5,-1,2,2
60011802-02,1,7,2,3,3,2,3,1,1,2,2,3,2,3,2,2,4,7,-1,1,1
60011805-02,2,-1,-1,-1,-1,-1,-1,3,3,1,1,4,3,4,4,4,4,7,-1,2,1
60011808-02,1,7,1,-9,-9,2,-9,3,2,3,4,4,3,4,2,4,4,6,-1,2,2
60011810-01,2,-1,-1,-1,-1,-1,-1,3,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60011811-03,1,6,1,4,3,4,4,2,1,1,2,2,1,2,1,1,1,6,-1,2,2
60011814-01,1,6,3,4,4,1,4,1,1,1,2,4,4,1,1,4,2,-5,-2,2,2
60011815-01,1,7,3,3,3,3,3,2,1,2,3,3,1,2,2,2,3,7,-1,1,2
60011817-02,1,7,1,4,4,1,4,2,1,2,3,-5,3,2,2,3,4,7,-1,1,1
60011818-02,1,6,3,2,3,3,2,3,1,2,-9,-9,3,-9,-9,-9,-9,6,-1,1,2
60011820-01,1,7,3,1,1,1,1,-9,2,3,4,4,1,4,4,4,4,7,-1,2,2
60011832-01,1,7,3,3,3,1,3,2,1,2,2,2,2,2,2,2,4,-9,-6,-9,-9
60011839-02,1,-5,3,4,4,4,4,2,2,2,2,4,2,2,2,4,4,7,-1,1,2
60011844-03,1,7,3,4,4,2,4,3,1,3,3,3,3,3,2,3,2,6,-1,1,2
60011853-01,1,-9,1,-9,-9,-9,-9,2,1,2,3,4,2,4,4,4,4,7,-1,1,2
60011869-01,1,6,1,1,-9,1,1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60011876-01,1,7,2,3,3,3,3,1,1,2,2,2,2,2,2,3,3,7,-1,2,2
60011881-03,1,7,3,2,2,3,3,3,1,2,2,3,2,3,3,3,3,7,-1,1,2
60011890-01,1,7,3,3,3,4,4,1,1,2,1,3,1,2,1,1,1,6,-1,1,1
60011891-01,1,7,1,2,3,2,3,3,2,3,4,4,3,4,3,4,4,6,-1,2,2
60011894-01,1,7,1,4,3,2,3,2,1,3,4,4,2,4,1,3,4,7,-1,2,2
60011898-02,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,3,3,3,3,3,6,-1,2,2
60011901-01,1,6,1,2,2,3,2,3,1,2,4,4,3,4,2,2,4,91,ASSISTED LIVING FACILITY,2,2
60011904-01,2,-1,-1,-1,-1,-1,-1,1,1,2,4,4,2,4,2,4,4,7,-1,1,1
60011907-01,1,6,3,2,2,3,3,3,1,2,3,4,4,4,2,3,3,6,-1,1,2
60011911-01,1,-5,3,3,3,2,3,2,2,3,3,2,2,3,1,3,4,-5,-1,1,2
60011912-02,1,7,2,4,4,2,4,1,1,2,3,3,2,3,2,4,4,7,-1,1,2
60011914-01,1,12,3,4,4,4,4,2,2,2,3,3,2,3,2,3,3,12,-1,2,2
60011919-01,2,-1,-1,-1,-1,-1,-1,2,1,3,3,3,2,2,1,3,3,6,-1,2,2
60011924-03,1,6,1,4,4,4,2,2,1,2,1,3,1,2,2,4,3,4,-1,2,2
60011930-02,1,7,1,1,1,1,4,4,3,4,2,2,1,2,2,2,2,7,-1,2,2
60011933-01,1,-5,3,4,4,4,4,1,1,2,2,2,2,3,1,2,3,6,-1,2,2
60011938-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,3,3,3,6,-1,2,2
60011941-01,2,-1,-1,-1,-1,-1,-1,1,2,3,3,4,2,3,3,4,4,6,-1,2,2
60011944-01,1,6,1,3,3,3,3,2,1,3,1,2,3,2,1,2,3,6,-1,1,2
60011946-01,1,6,1,1,1,1,1,5,3,4,4,4,4,4,4,4,4,6,-1,2,2
60011949-03,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,6,-1,2,2
60011953-01,1,7,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,7,-1,1,1
60011955-01,1,7,1,3,2,3,3,3,1,2,3,3,2,2,1,2,4,7,-1,1,2
60011961-01,1,6,1,4,4,4,4,1,1,3,3,3,2,3,2,3,3,6,-1,1,2
60011967-01,1,5,2,3,2,2,3,3,1,2,2,2,3,3,2,2,2,7,-1,1,2
60011972-01,1,-5,3,2,4,3,4,2,2,3,3,3,2,3,1,3,4,-5,-1,1,1
60011983-02,2,-1,-1,-1,-1,-1,-1,3,2,4,4,4,4,4,4,4,4,6,-1,2,2
60011986-01,1,7,1,4,3,4,4,3,1,2,3,2,2,2,4,4,4,7,-1,1,2
60011989-01,1,1,3,1,2,1,2,3,1,1,3,3,3,3,4,4,4,6,-1,2,2
60012006-02,2,-1,-1,-1,-1,-1,-1,1,1,4,4,4,1,4,1,2,4,4,-1,2,2
60012010-01,1,-5,1,2,2,2,2,3,2,3,3,4,3,4,3,3,3,6,-1,2,2
60012019-01,2,-1,-1,-1,-1,-1,-1,3,2,2,4,4,4,4,3,2,3,12,-1,2,2
60012021-01,1,-5,1,3,3,3,3,2,1,2,2,3,2,3,2,2,3,6,-1,1,1
60012036-02,2,-1,-1,-1,-1,-1,-1,1,3,3,3,3,3,3,3,3,3,5,-1,2,2
60012041-02,1,6,1,4,4,4,4,1,1,2,2,2,2,2,1,1,1,6,-1,1,2
60012049-02,1,6,3,2,-9,2,2,2,2,2,2,2,2,2,2,2,2,6,-1,1,2
60012051-01,2,-2,-2,-2,-2,-2,-2,2,1,2,2,2,4,2,-9,3,3,6,-1,2,2
60012053-01,1,6,1,3,3,4,4,1,1,1,2,2,1,2,1,1,2,6,-1,1,1
60012054-02,2,-1,-1,-1,-1,-1,-1,4,1,3,4,4,3,3,2,3,3,6,-1,2,2
60012055-02,1,7,3,4,4,3,3,2,2,2,3,4,2,4,4,3,3,7,-1,1,1
60012057-01,2,-1,-1,-1,-1,-1,-1,5,3,3,4,4,4,4,4,4,3,12,-1,2,2
60012058-01,2,-1,-1,-1,-1,-1,-1,2,1,4,4,4,4,4,4,-9,4,6,-1,2,2
60012065-01,1,-5,3,1,2,2,2,3,2,1,2,2,2,2,1,2,3,6,-1,1,2
60012071-01,1,7,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,7,-1,2,2
60012079-01,2,-2,-2,-2,-2,-2,-2,3,2,3,2,3,2,2,3,3,2,6,-1,2,2
60012086-02,1,7,1,1,1,1,2,3,2,4,4,3,2,4,4,3,4,6,-1,2,2
60012088-01,1,6,1,2,2,-9,3,2,2,3,4,4,3,4,3,3,4,6,-1,1,2
60012092-01,1,7,2,3,4,2,3,3,1,2,4,3,3,3,3,2,2,7,-1,1,2
60012093-03,1,6,1,2,3,2,3,2,1,3,2,3,2,3,3,3,3,6,-1,1,2
60012103-02,2,-1,-1,-1,-1,-1,-1,3,2,3,4,-9,-9,3,-9,-9,-9,6,-1,2,2
60012105-02,2,-1,-1,-1,-1,-1,-1,1,2,3,-5,3,2,2,2,2,2,6,-1,2,2
60012110-02,2,-1,-1,-1,-1,-1,-1,1,1,1,4,1,1,4,4,4,4,4,-1,2,2
60012112-02,2,-1,-1,-1,-1,-1,-1,4,1,2,3,3,2,3,3,3,3,7,-1,1,1
60012115-02,1,7,1,2,2,3,3,4,1,3,3,4,3,3,3,3,3,6,-1,2,2
60012125-03,2,-1,-1,-1,-1,-1,-1,1,1,1,3,3,3,3,2,3,3,6,-1,1,2
60012127-01,1,-5,1,4,4,4,4,2,1,3,3,3,4,4,2,3,4,6,-1,2,2
60012128-01,2,-1,-1,-1,-1,-1,-1,5,1,2,3,3,3,4,1,3,4,7,-1,2,2
60012141-01,1,7,3,2,4,4,4,1,1,2,3,3,2,3,2,4,4,7,-1,2,2
60012149-01,1,7,1,4,4,4,4,3,1,3,2,2,2,2,2,3,3,6,-1,2,2
60012150-01,1,7,3,1,1,1,1,3,1,3,4,4,3,3,2,3,2,-5,-1,1,1
60012153-02,1,7,2,4,4,4,4,2,1,2,2,3,2,2,1,2,2,7,-1,1,2
60012156-01,1,6,2,2,3,3,4,2,1,2,3,3,2,3,3,3,4,7,-1,2,2
60012169-01,1,7,1,4,3,4,4,1,1,3,2,2,1,2,2,3,3,7,-1,2,2
60012170-02,2,-1,-1,-1,-1,-1,-1,1,1,4,2,4,4,4,4,4,4,6,-1,2,2
60012172-02,1,7,1,3,3,2,3,3,2,3,3,4,3,4,3,2,4,7,-1,1,2
60012182-01,2,-1,-1,-1,-1,-1,-1,4,1,3,4,4,3,3,2,3,4,6,-1,2,2
60012188-02,1,6,1,4,4,4,4,2,1,2,3,3,2,3,2,3,2,6,-1,1,2
60012190-01,2,-1,-1,-1,-1,-1,-1,2,1,3,3,3,3,3,2,2,3,7,-1,2,2
60012192-01,1,7,1,3,3,3,3,2,1,3,2,3,1,3,2,1,4,7,-1,1,2
